Name,Sale Price,Discount,Product Link
Corsair Vengeance RGB Pro 16GB (2 x 8GB) DDR4 3200MHz Desktop Memory (CMW16GX4M2C3200C16),$59.99,SAVE $10,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200mhz-desktop-memory-cmw16gx4m2c3200c16/15300642
Corsair Vengeance 32GB (2 x 16GB) DDR5 6000 MHz Desktop Memory (CMK32GX5M2B6000C30),$176.99,SAVE $8,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-32gb-2-x-16gb-ddr5-6000-mhz-desktop-memory-cmk32gx5m2b6000c30/17902735
Corsair Vengeance RGB 32GB (2 x 16GB) DDR5 6000MHz Desktop Memory (CMH32GX5M2E6000C36) - Black,$139.99,SAVE $15,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-rgb-32gb-2-x-16gb-ddr5-6000mhz-desktop-memory-cmh32gx5m2e6000c36-black/17327679
Corsair Vengeance LPX 16GB (2 x 8GB) DDR4 3600MHz Desktop Memory (CMK16GX4M2D3600C18),N/A,N/A,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-lpx-16gb-2-x-8gb-ddr4-3600mhz-desktop-memory-cmk16gx4m2d3600c18/14950686
Corsair Vengeance LPX 64GB (2 x 32GB) DDR4 3200 MHz Desktop Memory (CMK64GX4M2E3200C16),$139.99,SAVE $60,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-lpx-64gb-2-x-32gb-ddr4-3200-mhz-desktop-memory-cmk64gx4m2e3200c16/17902731
Corsair Vengeance 32GB (2 x 16GB) 5600MHz DDR5 Desktop Memory (CMK32GX5M2B5600C36),$153.98,SAVE $16,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-32gb-2-x-16gb-5600mhz-ddr5-desktop-memory-cmk32gx5m2b5600c36/15935290
Corsair Vengeance 32GB (2x16GB) DDR5 5600MHz Desktop Memory for Intel Motherboard (CMH32GX5M2B5600C40K),N/A,N/A,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-32gb-2x16gb-ddr5-5600mhz-desktop-memory-for-intel-motherboard-cmh32gx5m2b5600c40k/16571963
Corsair Vengeance RGB 32GB (2 x 16GB) DDR5 6400 MHz Desktop Memory (CMH32GX5M2B6400C36),$139.99,SAVE $35,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-rgb-32gb-2-x-16gb-ddr5-6400-mhz-desktop-memory-cmh32gx5m2b6400c36/17902734
Corsair Vengeance RGB 64GB (2 x 32GB) DDR5 6000 MHz Desktop Memory (CMH64GX5M2B6000C30),$299.99,SAVE $10,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-rgb-64gb-2-x-32gb-ddr5-6000-mhz-desktop-memory-cmh64gx5m2b6000c30/17902738
Corsair Vengeance LPX 64GB (2 x 32GB) DDR4 3600MHz Desktop Memory (CMK64GX4M2D3600C18),N/A,N/A,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-lpx-64gb-2-x-32gb-ddr4-3600mhz-desktop-memory-cmk64gx4m2d3600c18/15300644
Corsair Vengeance 32GB (2 x 16GB) DDR5 6000MHz Desktop Memory (CMK32GX5M2E6000C36W) - White,N/A,N/A,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-32gb-2-x-16gb-ddr5-6000mhz-desktop-memory-cmk32gx5m2e6000c36w-white/17327678
Corsair Vengeance RGB 32GB (2 x 16GB) DDR5 6000MHz Desktop Memory (CMH32GX5M2B6000C40L),$139.99,SAVE $15,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-rgb-32gb-2-x-16gb-ddr5-6000mhz-desktop-memory-cmh32gx5m2b6000c40l/17760386
Corsair Vengeance 32GB (2 x 16GB) DDR5 5600MHz Desktop Memory for Intel Motherboard (CMK32GX5M2B5600Z40),N/A,N/A,https://www.bestbuy.ca/en-ca/product/corsair-vengeance-32gb-2-x-16gb-ddr5-5600mhz-desktop-memory-for-intel-motherboard-cmk32gx5m2b5600z40/17327680
Corsair Dominator Platinum 32GB (2 x 16GB) DDR5 5600MHz Desktop Memory (CMT32GX5M2B5600C36),$198.99,SAVE $16,https://www.bestbuy.ca/en-ca/product/corsair-dominator-platinum-32gb-2-x-16gb-ddr5-5600mhz-desktop-memory-cmt32gx5m2b5600c36/16204873
